VAR,Variable,UNIT,Measure,COU,Country,TIME_PERIOD,Year,Value,OBS_STATUS
HOSPNPHO,Not-for-profit privately owned hospitals,NBMILPNB,Per million population,AUT,Austria,2020,,4.71,A
HOSPTHOS,Hospitals,NBMILPNB,Per million population,BEL,Belgium,2020,,14.13,A
HOSPGHOS,General hospitals,NBMILPNB,Per million population,BEL,Belgium,2020,,9.01,A
HOSPPUHO,Publicly owned hospitals,NBMILPNB,Per million population,BEL,Belgium,2020,,3.29,A
HOSPNPHO,Not-for-profit privately owned hospitals,NBMILPNB,Per million population,BEL,Belgium,2020,,10.83,A
HOSPTHOS,Hospitals,NBMILPNB,Per million population,CAN,Canada,2020,,18.46,A
HOSPGHOS,General hospitals,NBMILPNB,Per million population,CAN,Canada,2020,,14.46,A
HOSPPUHO,Publicly owned hospitals,NBMILPNB,Per million population,CAN,Canada,2020,,18.27,A
HOSPTHOS,Hospitals,NBMILPNB,Per million population,CZE,Czechia,2020,,24.58,A
HOSPGHOS,General hospitals,NBMILPNB,Per million population,CZE,Czechia,2020,,13.09,A
HOSPPUHO,Publicly owned hospitals,NBMILPNB,Per million population,CZE,Czechia,2020,,15.33,A
HOSPNPHO,Not-for-profit privately owned hospitals,NBMILPNB,Per million population,CZE,Czechia,2020,,0.28,A
HOSPTHOS,Hospitals,NBMILPNB,Per million population,FIN,Finland,2020,,41.78,A
HOSPGHOS,General hospitals,NBMILPNB,Per million population,FIN,Finland,2020,,22.24,A
HOSPPUHO,Publicly owned hospitals,NBMILPNB,Per million population,FIN,Finland,2020,,28.39,A
HOSPTHOS,Hospitals,NBMILPNB,Per million population,FRA,France,2020,,44.23,A
HOSPGHOS,General hospitals,NBMILPNB,Per million population,FRA,France,2020,,27.64,A
HOSPPUHO,Publicly owned hospitals,NBMILPNB,Per million population,FRA,France,2020,,19.93,A
HOSPNPHO,Not-for-profit privately owned hospitals,NBMILPNB,Per million population,FRA,France,2020,,9.92,A
HOSPTHOS,Hospitals,NBMILPNB,Per million population,DEU,Germany,2020,,36.15,A
HOSPGHOS,General hospitals,NBMILPNB,Per million population,DEU,Germany,2020,,18.73,A
HOSPPUHO,Publicly owned hospitals,NBMILPNB,Per million population,DEU,Germany,2020,,9.16,A
HOSPNPHO,Not-for-profit privately owned hospitals,NBMILPNB,Per million population,DEU,Germany,2020,,10.99,A
HOSPTHOS,Hospitals,NBMILPNB,Per million population,GRC,Greece,2020,,25.24,A
HOSPGHOS,General hospitals,NBMILPNB,Per million population,GRC,Greece,2020,,16.08,A
HOSPPUHO,Publicly owned hospitals,NBMILPNB,Per million population,GRC,Greece,2020,,11.59,A
HOSPNPHO,Not-for-profit privately owned hospitals,NBMILPNB,Per million population,GRC,Greece,2020,,0.37,A
HOSPTHOS,Hospitals,NBMILPNB,Per million population,HUN,Hungary,2020,,16.72,A
HOSPTHOS,Hospitals,NBMILPNB,Per million population,ISL,Iceland,2020,,21.83,A
HOSPGHOS,General hospitals,NBMILPNB,Per million population,ISL,Iceland,2020,,21.83,A
HOSPGHOS,General hospitals,NBMILPNB,Per million population,IRL,Ireland,2020,,11.23,A
HOSPPUHO,Publicly owned hospitals,NBMILPNB,Per million population,ISL,Iceland,2020,,21.83,A
HOSPTHOS,Hospitals,NBMILPNB,Per million population,IRL,Ireland,2020,,17.25,A
HOSPPUHO,Publicly owned hospitals,NBMILPNB,Per million population,IRL,Ireland,2020,,13.44,A
HOSPGHOS,General hospitals,NBMILPNB,Per million population,ITA,Italy,2020,,15.31,A
HOSPPUHO,Publicly owned hospitals,NBMILPNB,Per million population,ITA,Italy,2020,,7.23,A
HOSPTHOS,Hospitals,NBMILPNB,Per million population,JPN,Japan,2020,,65.31,A
HOSPGHOS,General hospitals,NBMILPNB,Per million population,JPN,Japan,2020,,56.91,A
HOSPPUHO,Publicly owned hospitals,NBMILPNB,Per million population,JPN,Japan,2020,,12.05,A
HOSPTHOS,Hospitals,NBMILPNB,Per million population,KOR,Korea,2020,,79.21,A
HOSPGHOS,General hospitals,NBMILPNB,Per million population,KOR,Korea,2020,,36.15,A
HOSPPUHO,Publicly owned hospitals,NBMILPNB,Per million population,KOR,Korea,2020,,4.28,A
HOSPNPHO,Not-for-profit privately owned hospitals,NBMILPNB,Per million population,KOR,Korea,2020,,74.93,A
HOSPTHOS,Hospitals,NBMILPNB,Per million population,LUX,Luxembourg,2020,,15.86,A
HOSPGHOS,General hospitals,NBMILPNB,Per million population,LUX,Luxembourg,2020,,6.34,A
HOSPTHOS,Hospitals,NBMILPNB,Per million population,MEX,Mexico,2020,,38.41,A
HOSPPUHO,Publicly owned hospitals,NBMILPNB,Per million population,MEX,Mexico,2020,,11.85,A
HOSPNPHO,Not-for-profit privately owned hospitals,NBMILPNB,Per million population,MEX,Mexico,2020,,0.16,A
HOSPTHOS,Hospitals,NBMILPNB,Per million population,NLD,Netherlands,2020,,35.43,A
HOSPGHOS,General hospitals,NBMILPNB,Per million population,NLD,Netherlands,2020,,4.3,A
HOSPNPHO,Not-for-profit privately owned hospitals,NBMILPNB,Per million population,NLD,Netherlands,2020,,7.68,A
HOSPTHOS,Hospitals,NBMILPNB,Per million population,NZL,New Zealand,2020,,31.24,A
HOSPGHOS,General hospitals,NBMILPNB,Per million population,NZL,New Zealand,2020,,9.63,A
HOSPPUHO,Publicly owned hospitals,NBMILPNB,Per million population,NZL,New Zealand,2020,,16.31,A
HOSPNPHO,Not-for-profit privately owned hospitals,NBMILPNB,Per million population,NZL,New Zealand,2020,,5.11,A
HOSPTHOS,Hospitals,NBMILPNB,Per million population,POL,Poland,2020,,32.64,A
HOSPGHOS,General hospitals,NBMILPNB,Per million population,POL,Poland,2020,,23.69,A
HOSPPUHO,Publicly owned hospitals,NBMILPNB,Per million population,POL,Poland,2020,,19.63,A
HOSPNPHO,Not-for-profit privately owned hospitals,NBMILPNB,Per million population,POL,Poland,2020,,0.69,A
HOSPTHOS,Hospitals,NBMILPNB,Per million population,PRT,Portugal,2020,,23.4,A
HOSPGHOS,General hospitals,NBMILPNB,Per million population,PRT,Portugal,2020,,17.38,A
HOSPPUHO,Publicly owned hospitals,NBMILPNB,Per million population,PRT,Portugal,2020,,10.97,A
HOSPNPHO,Not-for-profit privately owned hospitals,NBMILPNB,Per million population,PRT,Portugal,2020,,5.54,A
HOSPTHOS,Hospitals,NBMILPNB,Per million population,SVK,Slovak Republic,2020,,24.18,A
HOSPGHOS,General hospitals,NBMILPNB,Per million population,SVK,Slovak Republic,2020,,13.01,A
HOSPTHOS,Hospitals,NBMILPNB,Per million population,ESP,Spain,2020,,16.3,A
HOSPGHOS,General hospitals,NBMILPNB,Per million population,ESP,Spain,2020,,11.99,A
HOSPPUHO,Publicly owned hospitals,NBMILPNB,Per million population,ESP,Spain,2020,,7.22,A
HOSPNPHO,Not-for-profit privately owned hospitals,NBMILPNB,Per million population,ESP,Spain,2020,,2.55,A
HOSPTHOS,Hospitals,NBMILPNB,Per million population,CHE,Switzerland,2020,,31.95,A
HOSPGHOS,General hospitals,NBMILPNB,Per million population,CHE,Switzerland,2020,,12.27,A
HOSPTHOS,Hospitals,NBMILPNB,Per million population,TUR,Türkiye,2020,,18.4,A
HOSPGHOS,General hospitals,NBMILPNB,Per million population,TUR,Türkiye,2020,,17.14,A
HOSPPUHO,Publicly owned hospitals,NBMILPNB,Per million population,TUR,Türkiye,2020,,11.39,A
HOSPTHOS,Hospitals,NBMILPNB,Per million population,USA,United States,2020,,18.38,A
HOSPGHOS,General hospitals,NBMILPNB,Per million population,USA,United States,2020,,13.5,A
HOSPPUHO,Publicly owned hospitals,NBMILPNB,Per million population,USA,United States,2020,,4.25,A
HOSPNPHO,Not-for-profit privately owned hospitals,NBMILPNB,Per million population,USA,United States,2020,,9.39,A
HOSPTHOS,Hospitals,NBMILPNB,Per million population,CHL,Chile,2020,,17.83,A
HOSPGHOS,General hospitals,NBMILPNB,Per million population,CHL,Chile,2020,,12.69,A
HOSPPUHO,Publicly owned hospitals,NBMILPNB,Per million population,CHL,Chile,2020,,11.1,A
HOSPTHOS,Hospitals,NBMILPNB,Per million population,EST,Estonia,2020,,21.81,A
HOSPGHOS,General hospitals,NBMILPNB,Per million population,EST,Estonia,2020,,15.8,A
HOSPPUHO,Publicly owned hospitals,NBMILPNB,Per million population,EST,Estonia,2020,,15.04,A
HOSPNPHO,Not-for-profit privately owned hospitals,NBMILPNB,Per million population,EST,Estonia,2020,,2.26,A
HOSPTHOS,Hospitals,NBMILPNB,Per million population,ISR,Israel,2020,,9.12,A
HOSPGHOS,General hospitals,NBMILPNB,Per million population,ISR,Israel,2020,,4.88,A
HOSPPUHO,Publicly owned hospitals,NBMILPNB,Per million population,ISR,Israel,2020,,4.02,A
HOSPNPHO,Not-for-profit privately owned hospitals,NBMILPNB,Per million population,ISR,Israel,2020,,2.82,A
HOSPTHOS,Hospitals,NBMILPNB,Per million population,SVN,Slovenia,2020,,13.79,A
HOSPGHOS,General hospitals,NBMILPNB,Per million population,SVN,Slovenia,2020,,5.71,A
HOSPPUHO,Publicly owned hospitals,NBMILPNB,Per million population,SVN,Slovenia,2020,,12.37,A
HOSPTHOS,Hospitals,NOMBRENB,Number,LVA,Latvia,2020,,60.0,A
HOSPGHOS,General hospitals,NBMILPNB,Per million population,LVA,Latvia,2020,,13.68,A
HOSPGHOS,General hospitals,NOMBRENB,Number,LVA,Latvia,2020,,26.0,A
HOSPTHOS,Hospitals,NBMILPNB,Per million population,LVA,Latvia,2020,,31.57,A
HOSPPUHO,Publicly owned hospitals,NOMBRENB,Number,LVA,Latvia,2020,,45.0,A
HOSPPUHO,Publicly owned hospitals,NBMILPNB,Per million population,LVA,Latvia,2020,,23.68,A
HOSPPUHO,Publicly owned hospitals,NOMBRENB,Number,CRI,Costa Rica,2020,,30.0,A
HOSPPUHO,Publicly owned hospitals,NBMILPNB,Per million population,CRI,Costa Rica,2020,,5.87,A
HOSPTHOS,Hospitals,NBMILPNB,Per million population,CRI,Costa Rica,2020,,8.61,A
HOSPTHOS,Hospitals,NOMBRENB,Number,CRI,Costa Rica,2020,,44.0,A
HOSPTHOS,Hospitals,NOMBRENB,Number,COL,Colombia,2020,,10899.0,A
HOSPNPHO,Not-for-profit privately owned hospitals,NOMBRENB,Number,COL,Colombia,2020,,1025.0,A
HOSPPUHO,Publicly owned hospitals,NBMILPNB,Per million population,COL,Colombia,2020,,19.68,A
HOSPTHOS,Hospitals,NBMILPNB,Per million population,COL,Colombia,2020,,214.08,A
HOSPGHOS,General hospitals,NOMBRENB,Number,COL,Colombia,2020,,1177.0,A
HOSPPUHO,Publicly owned hospitals,NOMBRENB,Number,COL,Colombia,2020,,1002.0,A
HOSPNPHO,Not-for-profit privately owned hospitals,NBMILPNB,Per million population,COL,Colombia,2020,,20.13,A
HOSPGHOS,General hospitals,NBMILPNB,Per million population,COL,Colombia,2020,,23.12,A
HOSPTHOS,Hospitals,NOMBRENB,Number,ROU,Romania,2020,,550.0,A
HOSPGHOS,General hospitals,NOMBRENB,Number,BGR,Bulgaria,2020,,183.0,A
HOSPTHOS,Hospitals,NBMILPNB,Per million population,BGR,Bulgaria,2020,,49.32,A
HOSPNPHO,Not-for-profit privately owned hospitals,NOMBRENB,Number,ROU,Romania,2020,,10.0,A
HOSPPUHO,Publicly owned hospitals,NBMILPNB,Per million population,BGR,Bulgaria,2020,,32.74,A
HOSPNPHO,Not-for-profit privately owned hospitals,NBMILPNB,Per million population,ROU,Romania,2020,,0.52,A
HOSPTHOS,Hospitals,NOMBRENB,Number,HRV,Croatia,2020,,68.0,A
HOSPTHOS,Hospitals,NOMBRENB,Number,BGR,Bulgaria,2020,,342.0,A
HOSPGHOS,General hospitals,NBMILPNB,Per million population,ROU,Romania,2020,,13.81,A
HOSPPUHO,Publicly owned hospitals,NOMBRENB,Number,ROU,Romania,2020,,386.0,A
HOSPNPHO,Not-for-profit privately owned hospitals,NOMBRENB,Number,HRV,Croatia,2020,,1.0,A
HOSPGHOS,General hospitals,NBMILPNB,Per million population,BGR,Bulgaria,2020,,26.39,A
HOSPTHOS,Hospitals,NBMILPNB,Per million population,ROU,Romania,2020,,28.55,A
HOSPGHOS,General hospitals,NBMILPNB,Per million population,HRV,Croatia,2020,,7.41,A
HOSPPUHO,Publicly owned hospitals,NOMBRENB,Number,HRV,Croatia,2020,,59.0,A
HOSPPUHO,Publicly owned hospitals,NOMBRENB,Number,BGR,Bulgaria,2020,,227.0,A
HOSPPUHO,Publicly owned hospitals,NBMILPNB,Per million population,ROU,Romania,2020,,20.04,A
HOSPGHOS,General hospitals,NOMBRENB,Number,ROU,Romania,2020,,266.0,A
HOSPNPHO,Not-for-profit privately owned hospitals,NBMILPNB,Per million population,HRV,Croatia,2020,,0.25,A
HOSPGHOS,General hospitals,NOMBRENB,Number,HRV,Croatia,2020,,30.0,A
HOSPTHOS,Hospitals,NBMILPNB,Per million population,HRV,Croatia,2020,,16.8,A
HOSPPUHO,Publicly owned hospitals,NBMILPNB,Per million population,HRV,Croatia,2020,,14.58,A
HOSPPUHO,Publicly owned hospitals,NOMBRENB,Number,AUS,Australia,2017,,696.0,A
HOSPTHOS,Hospitals,NOMBRENB,Number,AUT,Austria,2017,,275.0,A
HOSPGHOS,General hospitals,NOMBRENB,Number,AUT,Austria,2017,,114.0,A
HOSPPUHO,Publicly owned hospitals,NOMBRENB,Number,AUT,Austria,2017,,150.0,A
HOSPNPHO,Not-for-profit privately owned hospitals,NOMBRENB,Number,AUT,Austria,2017,,41.0,A
HOSPTHOS,Hospitals,NOMBRENB,Number,BEL,Belgium,2017,,175.0,A
HOSPGHOS,General hospitals,NOMBRENB,Number,BEL,Belgium,2017,,115.0,A
HOSPPUHO,Publicly owned hospitals,NOMBRENB,Number,BEL,Belgium,2017,,40.0,A
HOSPNPHO,Not-for-profit privately owned hospitals,NOMBRENB,Number,BEL,Belgium,2017,,135.0,A
HOSPTHOS,Hospitals,NOMBRENB,Number,CAN,Canada,2017,,722.0,A
HOSPGHOS,General hospitals,NOMBRENB,Number,CAN,Canada,2017,,589.0,A
HOSPPUHO,Publicly owned hospitals,NOMBRENB,Number,CAN,Canada,2017,,715.0,A
HOSPTHOS,Hospitals,NOMBRENB,Number,CZE,Czechia,2017,,258.0,A
HOSPPUHO,Publicly owned hospitals,NOMBRENB,Number,CZE,Czechia,2017,,161.0,A
HOSPNPHO,Not-for-profit privately owned hospitals,NOMBRENB,Number,CZE,Czechia,2017,,3.0,A
HOSPTHOS,Hospitals,NOMBRENB,Number,FIN,Finland,2017,,247.0,A
HOSPGHOS,General hospitals,NOMBRENB,Number,FIN,Finland,2017,,130.0,A
HOSPPUHO,Publicly owned hospitals,NOMBRENB,Number,FIN,Finland,2017,,168.0,A
HOSPTHOS,Hospitals,NOMBRENB,Number,FRA,France,2017,,3047.0,A
HOSPGHOS,General hospitals,NOMBRENB,Number,FRA,France,2017,,1920.0,A
HOSPPUHO,Publicly owned hospitals,NOMBRENB,Number,FRA,France,2017,,1367.0,A
HOSPNPHO,Not-for-profit privately owned hospitals,NOMBRENB,Number,FRA,France,2017,,679.0,A
HOSPTHOS,Hospitals,NOMBRENB,Number,DEU,Germany,2017,,3084.0,A
HOSPGHOS,General hospitals,NOMBRENB,Number,DEU,Germany,2017,,1592.0,A
HOSPPUHO,Publicly owned hospitals,NOMBRENB,Number,DEU,Germany,2017,,785.0,A
HOSPNPHO,Not-for-profit privately owned hospitals,NOMBRENB,Number,DEU,Germany,2017,,970.0,A
HOSPTHOS,Hospitals,NOMBRENB,Number,GRC,Greece,2017,,277.0,A
HOSPGHOS,General hospitals,NOMBRENB,Number,GRC,Greece,2017,,174.0,A
HOSPPUHO,Publicly owned hospitals,NOMBRENB,Number,GRC,Greece,2017,,125.0,A
HOSPNPHO,Not-for-profit privately owned hospitals,NOMBRENB,Number,GRC,Greece,2017,,5.0,A
HOSPTHOS,Hospitals,NOMBRENB,Number,HUN,Hungary,2017,,165.0,A
HOSPTHOS,Hospitals,NOMBRENB,Number,ISL,Iceland,2017,,8.0,A
HOSPGHOS,General hospitals,NOMBRENB,Number,ISL,Iceland,2017,,8.0,A
HOSPPUHO,Publicly owned hospitals,NOMBRENB,Number,ISL,Iceland,2017,,8.0,A
HOSPTHOS,Hospitals,NOMBRENB,Number,IRL,Ireland,2017,,86.0,A
HOSPGHOS,General hospitals,NOMBRENB,Number,IRL,Ireland,2017,,56.0,A
HOSPPUHO,Publicly owned hospitals,NOMBRENB,Number,IRL,Ireland,2017,,67.0,A
HOSPTHOS,Hospitals,NOMBRENB,Number,ITA,Italy,2017,,1063.0,A
HOSPGHOS,General hospitals,NOMBRENB,Number,ITA,Italy,2017,,898.0,A
HOSPPUHO,Publicly owned hospitals,NOMBRENB,Number,ITA,Italy,2017,,431.0,A
HOSPNPHO,Not-for-profit privately owned hospitals,NOMBRENB,Number,ITA,Italy,2017,,32.0,A
HOSPTHOS,Hospitals,NOMBRENB,Number,JPN,Japan,2017,,8412.0,A
HOSPGHOS,General hospitals,NOMBRENB,Number,JPN,Japan,2017,,7353.0,A
HOSPPUHO,Publicly owned hospitals,NOMBRENB,Number,JPN,Japan,2017,,1538.0,A
HOSPGHOS,General hospitals,NOMBRENB,Number,KOR,Korea,2017,,1808.0,A
HOSPTHOS,Hospitals,NOMBRENB,Number,KOR,Korea,2017,,3887.0,A
HOSPPUHO,Publicly owned hospitals,NOMBRENB,Number,KOR,Korea,2017,,220.0,A
HOSPNPHO,Not-for-profit privately owned hospitals,NOMBRENB,Number,KOR,Korea,2017,,3667.0,A
HOSPTHOS,Hospitals,NOMBRENB,Number,LUX,Luxembourg,2017,,10.0,A
HOSPGHOS,General hospitals,NOMBRENB,Number,LUX,Luxembourg,2017,,4.0,A
HOSPTHOS,Hospitals,NOMBRENB,Number,MEX,Mexico,2017,,4538.0,A
HOSPPUHO,Publicly owned hospitals,NOMBRENB,Number,MEX,Mexico,2017,,1380.0,A
HOSPNPHO,Not-for-profit privately owned hospitals,NOMBRENB,Number,MEX,Mexico,2017,,18.0,A
HOSPTHOS,Hospitals,NOMBRENB,Number,NLD,Netherlands,2017,,546.0,A
HOSPGHOS,General hospitals,NOMBRENB,Number,NLD,Netherlands,2017,,77.0,A
HOSPNPHO,Not-for-profit privately owned hospitals,NOMBRENB,Number,NLD,Netherlands,2017,,135.0,A
HOSPTHOS,Hospitals,NOMBRENB,Number,NZL,New Zealand,2017,,162.0,A
HOSPGHOS,General hospitals,NOMBRENB,Number,NZL,New Zealand,2017,,53.0,A
HOSPPUHO,Publicly owned hospitals,NOMBRENB,Number,NZL,New Zealand,2017,,84.0,A
HOSPNPHO,Not-for-profit privately owned hospitals,NOMBRENB,Number,NZL,New Zealand,2017,,26.0,A
HOSPGHOS,General hospitals,NOMBRENB,Number,POL,Poland,2017,,961.0,A
HOSPTHOS,Hospitals,NOMBRENB,Number,PRT,Portugal,2017,,225.0,A
HOSPGHOS,General hospitals,NOMBRENB,Number,PRT,Portugal,2017,,171.0,A
HOSPPUHO,Publicly owned hospitals,NOMBRENB,Number,PRT,Portugal,2017,,111.0,A
HOSPNPHO,Not-for-profit privately owned hospitals,NOMBRENB,Number,PRT,Portugal,2017,,58.0,A
HOSPTHOS,Hospitals,NOMBRENB,Number,SVK,Slovak Republic,2017,,131.0,A
HOSPGHOS,General hospitals,NOMBRENB,Number,SVK,Slovak Republic,2017,,72.0,A
HOSPTHOS,Hospitals,NOMBRENB,Number,ESP,Spain,2017,,779.0,A
HOSPGHOS,General hospitals,NOMBRENB,Number,ESP,Spain,2017,,566.0,A
HOSPPUHO,Publicly owned hospitals,NOMBRENB,Number,ESP,Spain,2017,,342.0,A
HOSPNPHO,Not-for-profit privately owned hospitals,NOMBRENB,Number,ESP,Spain,2017,,122.0,A
HOSPTHOS,Hospitals,NOMBRENB,Number,CHE,Switzerland,2017,,281.0,A
HOSPGHOS,General hospitals,NOMBRENB,Number,CHE,Switzerland,2017,,102.0,A
HOSPTHOS,Hospitals,NOMBRENB,Number,TUR,Türkiye,2017,,1518.0,A
HOSPGHOS,General hospitals,NOMBRENB,Number,TUR,Türkiye,2017,,1404.0,A
HOSPPUHO,Publicly owned hospitals,NOMBRENB,Number,TUR,Türkiye,2017,,929.0,A
HOSPTHOS,Hospitals,NOMBRENB,Number,CHL,Chile,2017,,358.0,A
HOSPGHOS,General hospitals,NOMBRENB,Number,CHL,Chile,2017,,247.0,A
HOSPPUHO,Publicly owned hospitals,NOMBRENB,Number,CHL,Chile,2017,,210.0,A
HOSPTHOS,Hospitals,NOMBRENB,Number,EST,Estonia,2017,,30.0,A
HOSPGHOS,General hospitals,NOMBRENB,Number,EST,Estonia,2017,,21.0,A
HOSPPUHO,Publicly owned hospitals,NOMBRENB,Number,EST,Estonia,2017,,20.0,A
HOSPNPHO,Not-for-profit privately owned hospitals,NOMBRENB,Number,EST,Estonia,2017,,3.0,A
HOSPGHOS,General hospitals,NOMBRENB,Number,ISR,Israel,2017,,45.0,A
HOSPPUHO,Publicly owned hospitals,NOMBRENB,Number,ISR,Israel,2017,,37.0,A
HOSPNPHO,Not-for-profit privately owned hospitals,NOMBRENB,Number,ISR,Israel,2017,,25.0,A
HOSPTHOS,Hospitals,NOMBRENB,Number,SVN,Slovenia,2017,,29.0,A
HOSPGHOS,General hospitals,NOMBRENB,Number,SVN,Slovenia,2017,,12.0,A
HOSPPUHO,Publicly owned hospitals,NOMBRENB,Number,SVN,Slovenia,2017,,26.0,A
HOSPTHOS,Hospitals,NOMBRENB,Number,ISR,Israel,2017,,84.0,A
HOSPPUHO,Publicly owned hospitals,NBMILPNB,Per million population,AUS,Australia,2017,,28.3,A
HOSPTHOS,Hospitals,NBMILPNB,Per million population,AUT,Austria,2017,,31.26,A
HOSPGHOS,General hospitals,NBMILPNB,Per million population,AUT,Austria,2017,,12.96,A
HOSPPUHO,Publicly owned hospitals,NBMILPNB,Per million population,AUT,Austria,2017,,17.05,A
HOSPNPHO,Not-for-profit privately owned hospitals,NBMILPNB,Per million population,AUT,Austria,2017,,4.66,A
HOSPTHOS,Hospitals,NBMILPNB,Per million population,BEL,Belgium,2017,,15.38,A
HOSPGHOS,General hospitals,NBMILPNB,Per million population,BEL,Belgium,2017,,10.11,A
HOSPPUHO,Publicly owned hospitals,NBMILPNB,Per million population,BEL,Belgium,2017,,3.52,A
HOSPNPHO,Not-for-profit privately owned hospitals,NBMILPNB,Per million population,BEL,Belgium,2017,,11.87,A
HOSPTHOS,Hospitals,NBMILPNB,Per million population,CAN,Canada,2017,,19.76,A
HOSPGHOS,General hospitals,NBMILPNB,Per million population,CAN,Canada,2017,,16.12,A
HOSPPUHO,Publicly owned hospitals,NBMILPNB,Per million population,CAN,Canada,2017,,19.56,A
HOSPTHOS,Hospitals,NBMILPNB,Per million population,CZE,Czechia,2017,,24.35,A
HOSPPUHO,Publicly owned hospitals,NBMILPNB,Per million population,CZE,Czechia,2017,,15.2,A
HOSPNPHO,Not-for-profit privately owned hospitals,NBMILPNB,Per million population,CZE,Czechia,2017,,0.28,A
HOSPTHOS,Hospitals,NBMILPNB,Per million population,FIN,Finland,2017,,44.84,A
HOSPGHOS,General hospitals,NBMILPNB,Per million population,FIN,Finland,2017,,23.6,A
HOSPPUHO,Publicly owned hospitals,NBMILPNB,Per million population,FIN,Finland,2017,,30.5,A
HOSPTHOS,Hospitals,NBMILPNB,Per million population,FRA,France,2017,,45.53,A
HOSPGHOS,General hospitals,NBMILPNB,Per million population,FRA,France,2017,,28.69,A
HOSPPUHO,Publicly owned hospitals,NBMILPNB,Per million population,FRA,France,2017,,20.43,A
HOSPNPHO,Not-for-profit privately owned hospitals,NBMILPNB,Per million population,FRA,France,2017,,10.15,A
HOSPTHOS,Hospitals,NBMILPNB,Per million population,DEU,Germany,2017,,37.31,A
HOSPGHOS,General hospitals,NBMILPNB,Per million population,DEU,Germany,2017,,19.26,A
HOSPPUHO,Publicly owned hospitals,NBMILPNB,Per million population,DEU,Germany,2017,,9.5,A
HOSPNPHO,Not-for-profit privately owned hospitals,NBMILPNB,Per million population,DEU,Germany,2017,,11.74,A
HOSPTHOS,Hospitals,NBMILPNB,Per million population,GRC,Greece,2017,,25.76,A
HOSPGHOS,General hospitals,NBMILPNB,Per million population,GRC,Greece,2017,,16.18,A
HOSPPUHO,Publicly owned hospitals,NBMILPNB,Per million population,GRC,Greece,2017,,11.62,A
HOSPNPHO,Not-for-profit privately owned hospitals,NBMILPNB,Per million population,GRC,Greece,2017,,0.46,A
HOSPTHOS,Hospitals,NBMILPNB,Per million population,HUN,Hungary,2017,,16.86,A
HOSPTHOS,Hospitals,NBMILPNB,Per million population,ISL,Iceland,2017,,23.3,A
HOSPGHOS,General hospitals,NBMILPNB,Per million population,ISL,Iceland,2017,,23.3,A
HOSPPUHO,Publicly owned hospitals,NBMILPNB,Per million population,ISL,Iceland,2017,,23.3,A
HOSPTHOS,Hospitals,NBMILPNB,Per million population,IRL,Ireland,2017,,17.89,A
HOSPGHOS,General hospitals,NBMILPNB,Per million population,IRL,Ireland,2017,,11.65,A
HOSPPUHO,Publicly owned hospitals,NBMILPNB,Per million population,IRL,Ireland,2017,,13.94,A
HOSPTHOS,Hospitals,NBMILPNB,Per million population,ITA,Italy,2017,,17.56,A
HOSPGHOS,General hospitals,NBMILPNB,Per million population,ITA,Italy,2017,,14.83,A
HOSPPUHO,Publicly owned hospitals,NBMILPNB,Per million population,ITA,Italy,2017,,7.12,A
HOSPNPHO,Not-for-profit privately owned hospitals,NBMILPNB,Per million population,ITA,Italy,2017,,0.53,A
HOSPTHOS,Hospitals,NBMILPNB,Per million population,JPN,Japan,2017,,66.39,A
HOSPGHOS,General hospitals,NBMILPNB,Per million population,JPN,Japan,2017,,58.03,A
HOSPPUHO,Publicly owned hospitals,NBMILPNB,Per million population,JPN,Japan,2017,,12.14,A
HOSPTHOS,Hospitals,NBMILPNB,Per million population,KOR,Korea,2017,,75.68,A
HOSPGHOS,General hospitals,NBMILPNB,Per million population,KOR,Korea,2017,,35.2,A
HOSPPUHO,Publicly owned hospitals,NBMILPNB,Per million population,KOR,Korea,2017,,4.28,A
HOSPNPHO,Not-for-profit privately owned hospitals,NBMILPNB,Per million population,KOR,Korea,2017,,71.4,A
HOSPTHOS,Hospitals,NBMILPNB,Per million population,LUX,Luxembourg,2017,,16.77,A
HOSPGHOS,General hospitals,NBMILPNB,Per million population,LUX,Luxembourg,2017,,6.71,A
HOSPTHOS,Hospitals,NBMILPNB,Per million population,MEX,Mexico,2017,,36.58,A
HOSPPUHO,Publicly owned hospitals,NBMILPNB,Per million population,MEX,Mexico,2017,,11.13,A
HOSPNPHO,Not-for-profit privately owned hospitals,NBMILPNB,Per million population,MEX,Mexico,2017,,0.15,A
HOSPTHOS,Hospitals,NBMILPNB,Per million population,NLD,Netherlands,2017,,31.87,A
HOSPGHOS,General hospitals,NBMILPNB,Per million population,NLD,Netherlands,2017,,4.49,A
HOSPNPHO,Not-for-profit privately owned hospitals,NBMILPNB,Per million population,NLD,Netherlands,2017,,7.88,A
HOSPTHOS,Hospitals,NBMILPNB,Per million population,NZL,New Zealand,2017,,33.65,A
HOSPGHOS,General hospitals,NBMILPNB,Per million population,NZL,New Zealand,2017,,11.01,A
HOSPPUHO,Publicly owned hospitals,NBMILPNB,Per million population,NZL,New Zealand,2017,,17.45,A
HOSPNPHO,Not-for-profit privately owned hospitals,NBMILPNB,Per million population,NZL,New Zealand,2017,,5.4,A
HOSPGHOS,General hospitals,NBMILPNB,Per million population,POL,Poland,2017,,25.31,A
HOSPTHOS,Hospitals,NBMILPNB,Per million population,PRT,Portugal,2017,,21.84,A
HOSPGHOS,General hospitals,NBMILPNB,Per million population,PRT,Portugal,2017,,16.6,A
