STRUCTURE_ID,STRUCTURE_NAME,Variable,UNIT,Measure,Country,Year,Value
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Practising midwives,PERSMYNB,Number of persons (head counts),Czechia,,4474.0
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Midwives licensed to practice,PERSMYNB,Number of persons (head counts),Czechia,,6255.0
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Practising midwives,PERSMYNB,Number of persons (head counts),Denmark,,1703.0
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Professionally active midwives,PERSMYNB,Number of persons (head counts),Denmark,,1787.0
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Midwives licensed to practice,PERSMYNB,Number of persons (head counts),Denmark,,3018.0
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Midwives licensed to practice,PERSMYNB,Number of persons (head counts),Finland,,6196.0
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Practising midwives,PERSMYNB,Number of persons (head counts),France,,20301.0
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Professionally active midwives,PERSMYNB,Number of persons (head counts),France,,20321.0
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Practising midwives,PERSMYNB,Number of persons (head counts),Germany,,22000.0
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Professionally active midwives,PERSMYNB,Number of persons (head counts),Germany,,22000.0
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Practising midwives,PERSMYNB,Number of persons (head counts),Hungary,,1716.0
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Practising midwives,PERSMYNB,Number of persons (head counts),Iceland,,256.0
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Professionally active midwives,PERSMYNB,Number of persons (head counts),Iceland,,256.0
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Midwives licensed to practice,PERSMYNB,Number of persons (head counts),Iceland,,480.0
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Midwives licensed to practice,PERSMYNB,Number of persons (head counts),Italy,,18104.0
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Professionally active midwives,PERSMYNB,Number of persons (head counts),Japan,,31835.0
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Practising midwives,PERSMYNB,Number of persons (head counts),Japan,,28350.0
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Practising midwives,PERSMYNB,Number of persons (head counts),Korea,,1153.0
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Midwives licensed to practice,PERSMYNB,Number of persons (head counts),Korea,,8528.0
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Professionally active midwives,PERSMYNB,Number of persons (head counts),Luxembourg,,198.0
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Practising midwives,PERSMYNB,Number of persons (head counts),Luxembourg,,195.0
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Midwives licensed to practice,PERSMYNB,Number of persons (head counts),Luxembourg,,342.0
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Practising midwives,PERSMYNB,Number of persons (head counts),Netherlands,,2888.0
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Professionally active midwives,PERSMYNB,Number of persons (head counts),Netherlands,,3549.0
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Midwives licensed to practice,PERSMYNB,Number of persons (head counts),Netherlands,,4310.0
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Practising midwives,PERSMYNB,Number of persons (head counts),New Zealand,,2526.0
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Professionally active midwives,PERSMYNB,Number of persons (head counts),New Zealand,,2765.0
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Midwives licensed to practice,PERSMYNB,Number of persons (head counts),New Zealand,,2850.0
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Practising midwives,PERSMYNB,Number of persons (head counts),Norway,,2722.0
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Professionally active midwives,PERSMYNB,Number of persons (head counts),Norway,,3054.0
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Midwives licensed to practice,PERSMYNB,Number of persons (head counts),Norway,,4137.0
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Midwives licensed to practice,PERSMYNB,Number of persons (head counts),Poland,,35154.0
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Professionally active midwives,PERSMYNB,Number of persons (head counts),Portugal,,2448.0
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Professionally active midwives,PERSMYNB,Number of persons (head counts),Slovak Republic,,1765.0
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Midwives licensed to practice,PERSMYNB,Number of persons (head counts),Spain,,7907.0
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Practising midwives,PERSMYNB,Number of persons (head counts),Sweden,,7152.0
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Professionally active midwives,PERSMYNB,Number of persons (head counts),Sweden,,7493.0
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Midwives licensed to practice,PERSMYNB,Number of persons (head counts),Sweden,,11166.0
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Practising midwives,PERSMYNB,Number of persons (head counts),Switzerland,,2457.0
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Professionally active midwives,PERSMYNB,Number of persons (head counts),Türkiye,,53466.0
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Practising midwives,PERSMYNB,Number of persons (head counts),United Kingdom,,30664.0
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Midwives licensed to practice,PERSMYNB,Number of persons (head counts),Chile,,8700.0
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Practising midwives,PERSMYNB,Number of persons (head counts),Estonia,,387.0
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Midwives licensed to practice,PERSMYNB,Number of persons (head counts),Estonia,,718.0
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Professionally active midwives,PERSMYNB,Number of persons (head counts),Israel,,1741.0
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Midwives licensed to practice,PERSMYNB,Number of persons (head counts),Israel,,2324.0
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Practising midwives,PERSMYNB,Number of persons (head counts),Slovenia,,116.0
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Professionally active midwives,PERSMYNB,Number of persons (head counts),Slovenia,,119.0
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Practising midwives,DENSPPNB,Density per 1 000 population (head counts),Austria,,0.23
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Professionally active midwives,DENSPPNB,Density per 1 000 population (head counts),Austria,,0.23
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Practising midwives,DENSPPNB,Density per 1 000 population (head counts),Belgium,,0.58
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Professionally active midwives,DENSPPNB,Density per 1 000 population (head counts),Belgium,,0.72
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Midwives licensed to practice,DENSPPNB,Density per 1 000 population (head counts),Belgium,,0.96
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Midwives licensed to practice,DENSPPNB,Density per 1 000 population (head counts),Canada,,0.03
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Practising midwives,DENSPPNB,Density per 1 000 population (head counts),Czechia,,0.43
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Midwives licensed to practice,DENSPPNB,Density per 1 000 population (head counts),Czechia,,0.6
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Practising midwives,DENSPPNB,Density per 1 000 population (head counts),Denmark,,0.3
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Professionally active midwives,DENSPPNB,Density per 1 000 population (head counts),Denmark,,0.32
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Midwives licensed to practice,DENSPPNB,Density per 1 000 population (head counts),Denmark,,0.54
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Midwives licensed to practice,DENSPPNB,Density per 1 000 population (head counts),Finland,,1.14
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Practising midwives,DENSPPNB,Density per 1 000 population (head counts),France,,0.31
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Professionally active midwives,DENSPPNB,Density per 1 000 population (head counts),France,,0.31
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Practising midwives,DENSPPNB,Density per 1 000 population (head counts),Germany,,0.27
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Professionally active midwives,DENSPPNB,Density per 1 000 population (head counts),Germany,,0.27
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Practising midwives,DENSPPNB,Density per 1 000 population (head counts),Hungary,,0.17
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Practising midwives,DENSPPNB,Density per 1 000 population (head counts),Iceland,,0.8
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Professionally active midwives,DENSPPNB,Density per 1 000 population (head counts),Iceland,,0.8
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Midwives licensed to practice,DENSPPNB,Density per 1 000 population (head counts),Iceland,,1.5
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Midwives licensed to practice,DENSPPNB,Density per 1 000 population (head counts),Italy,,0.3
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Practising midwives,DENSPPNB,Density per 1 000 population (head counts),Japan,,0.22
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Professionally active midwives,DENSPPNB,Density per 1 000 population (head counts),Japan,,0.25
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Practising midwives,DENSPPNB,Density per 1 000 population (head counts),Korea,,0.02
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Midwives licensed to practice,DENSPPNB,Density per 1 000 population (head counts),Korea,,0.17
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Practising midwives,DENSPPNB,Density per 1 000 population (head counts),Luxembourg,,0.37
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Professionally active midwives,DENSPPNB,Density per 1 000 population (head counts),Luxembourg,,0.37
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Midwives licensed to practice,DENSPPNB,Density per 1 000 population (head counts),Luxembourg,,0.64
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Practising midwives,DENSPPNB,Density per 1 000 population (head counts),Netherlands,,0.17
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Professionally active midwives,DENSPPNB,Density per 1 000 population (head counts),Netherlands,,0.21
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Midwives licensed to practice,DENSPPNB,Density per 1 000 population (head counts),Netherlands,,0.26
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Practising midwives,DENSPPNB,Density per 1 000 population (head counts),New Zealand,,0.57
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Professionally active midwives,DENSPPNB,Density per 1 000 population (head counts),New Zealand,,0.63
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Midwives licensed to practice,DENSPPNB,Density per 1 000 population (head counts),New Zealand,,0.65
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Practising midwives,DENSPPNB,Density per 1 000 population (head counts),Norway,,0.54
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Professionally active midwives,DENSPPNB,Density per 1 000 population (head counts),Norway,,0.61
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Midwives licensed to practice,DENSPPNB,Density per 1 000 population (head counts),Norway,,0.82
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Midwives licensed to practice,DENSPPNB,Density per 1 000 population (head counts),Poland,,0.92
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Professionally active midwives,DENSPPNB,Density per 1 000 population (head counts),Portugal,,0.23
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Professionally active midwives,DENSPPNB,Density per 1 000 population (head counts),Slovak Republic,,0.33
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Midwives licensed to practice,DENSPPNB,Density per 1 000 population (head counts),Spain,,0.17
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Practising midwives,DENSPPNB,Density per 1 000 population (head counts),Sweden,,0.75
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Professionally active midwives,DENSPPNB,Density per 1 000 population (head counts),Sweden,,0.79
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Midwives licensed to practice,DENSPPNB,Density per 1 000 population (head counts),Sweden,,1.17
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Practising midwives,DENSPPNB,Density per 1 000 population (head counts),Switzerland,,0.31
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Professionally active midwives,DENSPPNB,Density per 1 000 population (head counts),Türkiye,,0.71
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Practising midwives,DENSPPNB,Density per 1 000 population (head counts),United Kingdom,,0.48
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Midwives licensed to practice,DENSPPNB,Density per 1 000 population (head counts),Chile,,0.5
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Practising midwives,DENSPPNB,Density per 1 000 population (head counts),Estonia,,0.29
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Midwives licensed to practice,DENSPPNB,Density per 1 000 population (head counts),Estonia,,0.54
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Professionally active midwives,DENSPPNB,Density per 1 000 population (head counts),Israel,,0.22
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Midwives licensed to practice,DENSPPNB,Density per 1 000 population (head counts),Israel,,0.29
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Practising midwives,DENSPPNB,Density per 1 000 population (head counts),Slovenia,,0.06
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Professionally active midwives,DENSPPNB,Density per 1 000 population (head counts),Slovenia,,0.06
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Practising midwives,MILBIRNB,Per 1 000 live births,Austria,,25.02
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Professionally active midwives,MILBIRNB,Per 1 000 live births,Austria,,25.02
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Practising midwives,MILBIRNB,Per 1 000 live births,Belgium,,50.46
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Midwives licensed to practice,MILBIRNB,Per 1 000 live births,Belgium,,83.29
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Midwives licensed to practice,MILBIRNB,Per 1 000 live births,Canada,,2.83
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Practising midwives,MILBIRNB,Per 1 000 live births,Norway,,45.17
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Practising midwives,MILBIRNB,Per 1 000 live births,Czechia,,41.21
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Midwives licensed to practice,MILBIRNB,Per 1 000 live births,Czechia,,57.61
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Practising midwives,MILBIRNB,Per 1 000 live births,Denmark,,29.4
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Professionally active midwives,MILBIRNB,Per 1 000 live births,Denmark,,30.86
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Midwives licensed to practice,MILBIRNB,Per 1 000 live births,Denmark,,52.11
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Midwives licensed to practice,MILBIRNB,Per 1 000 live births,Finland,,104.15
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Practising midwives,MILBIRNB,Per 1 000 live births,France,,24.7
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Professionally active midwives,MILBIRNB,Per 1 000 live births,France,,24.73
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Practising midwives,MILBIRNB,Per 1 000 live births,Germany,,32.66
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Professionally active midwives,MILBIRNB,Per 1 000 live births,Belgium,,62.48
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Professionally active midwives,MILBIRNB,Per 1 000 live births,Germany,,32.66
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Practising midwives,MILBIRNB,Per 1 000 live births,Hungary,,19.01
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Practising midwives,MILBIRNB,Per 1 000 live births,Iceland,,56.47
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Professionally active midwives,MILBIRNB,Per 1 000 live births,Iceland,,56.47
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Midwives licensed to practice,MILBIRNB,Per 1 000 live births,Iceland,,105.89
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Midwives licensed to practice,MILBIRNB,Per 1 000 live births,Italy,,33.89
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Practising midwives,MILBIRNB,Per 1 000 live births,Japan,,27.33
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Professionally active midwives,MILBIRNB,Per 1 000 live births,Japan,,30.69
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Practising midwives,MILBIRNB,Per 1 000 live births,Korea,,2.38
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Midwives licensed to practice,MILBIRNB,Per 1 000 live births,Korea,,17.6
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Practising midwives,MILBIRNB,Per 1 000 live births,Luxembourg,,32.36
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Professionally active midwives,MILBIRNB,Per 1 000 live births,Luxembourg,,32.86
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Midwives licensed to practice,MILBIRNB,Per 1 000 live births,Luxembourg,,56.75
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Practising midwives,MILBIRNB,Per 1 000 live births,Netherlands,,16.41
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Professionally active midwives,MILBIRNB,Per 1 000 live births,Netherlands,,20.17
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Midwives licensed to practice,MILBIRNB,Per 1 000 live births,Netherlands,,24.49
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Practising midwives,MILBIRNB,Per 1 000 live births,New Zealand,,41.29
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Professionally active midwives,MILBIRNB,Per 1 000 live births,New Zealand,,45.2
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Midwives licensed to practice,MILBIRNB,Per 1 000 live births,New Zealand,,46.58
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Professionally active midwives,MILBIRNB,Per 1 000 live births,Norway,,50.68
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Midwives licensed to practice,MILBIRNB,Per 1 000 live births,Norway,,68.66
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Midwives licensed to practice,MILBIRNB,Per 1 000 live births,Poland,,91.01
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Professionally active midwives,MILBIRNB,Per 1 000 live births,Portugal,,27.25
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Professionally active midwives,MILBIRNB,Per 1 000 live births,Slovak Republic,,31.78
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Midwives licensed to practice,MILBIRNB,Per 1 000 live births,Spain,,17.44
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Practising midwives,MILBIRNB,Per 1 000 live births,Sweden,,63.19
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Professionally active midwives,MILBIRNB,Per 1 000 live births,Sweden,,66.21
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Midwives licensed to practice,MILBIRNB,Per 1 000 live births,Sweden,,98.66
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Practising midwives,MILBIRNB,Per 1 000 live births,Switzerland,,29.9
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Professionally active midwives,MILBIRNB,Per 1 000 live births,Türkiye,,41.77
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Practising midwives,MILBIRNB,Per 1 000 live births,United Kingdom,,37.72
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Midwives licensed to practice,MILBIRNB,Per 1 000 live births,Chile,,35.71
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Practising midwives,MILBIRNB,Per 1 000 live births,Estonia,,27.53
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Midwives licensed to practice,MILBIRNB,Per 1 000 live births,Estonia,,51.08
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Professionally active midwives,MILBIRNB,Per 1 000 live births,Israel,,10.18
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Midwives licensed to practice,MILBIRNB,Per 1 000 live births,Israel,,13.6
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Practising midwives,MILBIRNB,Per 1 000 live births,Slovenia,,5.29
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Professionally active midwives,MILBIRNB,Per 1 000 live births,Slovenia,,5.42
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Professionally active midwives,MILBIRNB,Per 1 000 live births,Latvia,,19.9
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Practising midwives,MILBIRNB,Per 1 000 live births,Lithuania,,29.35
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Practising midwives,DENSPPNB,Density per 1 000 population (head counts),Lithuania,,0.3
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Professionally active midwives,DENSPPNB,Density per 1 000 population (head counts),Latvia,,0.19
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Midwives licensed to practice,DENSPPNB,Density per 1 000 population (head counts),Lithuania,,0.36
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Practising midwives,PERSMYNB,Number of persons (head counts),Latvia,,396.0
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Professionally active midwives,MILBIRNB,Per 1 000 live births,Lithuania,,29.45
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Midwives licensed to practice,PERSMYNB,Number of persons (head counts),Lithuania,,1079.0
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Practising midwives,DENSPPNB,Density per 1 000 population (head counts),Latvia,,0.19
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Professionally active midwives,PERSMYNB,Number of persons (head counts),Lithuania,,897.0
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Professionally active midwives,DENSPPNB,Density per 1 000 population (head counts),Lithuania,,0.3
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Professionally active midwives,PERSMYNB,Number of persons (head counts),Latvia,,396.0
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Practising midwives,MILBIRNB,Per 1 000 live births,Latvia,,19.9
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Midwives licensed to practice,MILBIRNB,Per 1 000 live births,Lithuania,,35.42
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Practising midwives,PERSMYNB,Number of persons (head counts),Lithuania,,894.0
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Professionally active midwives,MILBIRNB,Per 1 000 live births,Romania,,18.43
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Practising midwives,PERSMYNB,Number of persons (head counts),Bulgaria,,3291.0
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Practising midwives,DENSPPNB,Density per 1 000 population (head counts),Romania,,0.18
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Professionally active midwives,DENSPPNB,Density per 1 000 population (head counts),Bulgaria,,0.49
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Practising midwives,PERSMYNB,Number of persons (head counts),Romania,,3707.0
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Professionally active midwives,MILBIRNB,Per 1 000 live births,Bulgaria,,51.84
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Practising midwives,PERSMYNB,Number of persons (head counts),Croatia,,1606.0
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Practising midwives,MILBIRNB,Per 1 000 live births,Croatia,,38.45
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Practising midwives,MILBIRNB,Per 1 000 live births,Bulgaria,,47.61
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Practising midwives,DENSPPNB,Density per 1 000 population (head counts),Bulgaria,,0.45
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Professionally active midwives,PERSMYNB,Number of persons (head counts),Bulgaria,,3583.0
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Practising midwives,DENSPPNB,Density per 1 000 population (head counts),Croatia,,0.38
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Practising midwives,MILBIRNB,Per 1 000 live births,Romania,,18.43
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Professionally active midwives,PERSMYNB,Number of persons (head counts),Romania,,3707.0
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Professionally active midwives,DENSPPNB,Density per 1 000 population (head counts),Romania,,0.18
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Practising midwives,PERSMYNB,Number of persons (head counts),Austria,,1945.0
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Professionally active midwives,PERSMYNB,Number of persons (head counts),Austria,,1945.0
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Practising midwives,PERSMYNB,Number of persons (head counts),Belgium,,6178.0
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Professionally active midwives,PERSMYNB,Number of persons (head counts),Belgium,,7632.0
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Midwives licensed to practice,PERSMYNB,Number of persons (head counts),Belgium,,10188.0
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Midwives licensed to practice,PERSMYNB,Number of persons (head counts),Canada,,967.0
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Practising midwives,PERSMYNB,Number of persons (head counts),Czechia,,4479.0
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Midwives licensed to practice,PERSMYNB,Number of persons (head counts),Czechia,,6618.0
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Practising midwives,PERSMYNB,Number of persons (head counts),Denmark,,1632.0
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Professionally active midwives,PERSMYNB,Number of persons (head counts),Denmark,,1703.0
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Midwives licensed to practice,PERSMYNB,Number of persons (head counts),Denmark,,2902.0
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Midwives licensed to practice,PERSMYNB,Number of persons (head counts),Finland,,6184.0
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Practising midwives,PERSMYNB,Number of persons (head counts),France,,19533.0
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Professionally active midwives,PERSMYNB,Number of persons (head counts),France,,19552.0
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Practising midwives,PERSMYNB,Number of persons (head counts),Germany,,22000.0
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Professionally active midwives,PERSMYNB,Number of persons (head counts),Germany,,22000.0
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Practising midwives,PERSMYNB,Number of persons (head counts),Hungary,,1746.0
OECD:DF_HEALTH_REAC(1.0),Healthcare Resources,Midwives licensed to practice,PERSMYNB,Number of persons (head counts),Iceland,,466.0
